Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1153.0,3711.55,6.96,0.0,3718.51,306.07
Drive Thru,462.0,1526.42,0.0,0.0,1526.42,125.76
Total,1615.0,5237.97,6.96,0.0,5244.93,431.83
