Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3096.24,210,14.74,210,15.96,210,14.74,5.96
Table Service,2141.73,182,11.77,76,30.50,70,30.60,37.17
Total,5237.97,392,13.36,286,19.82,280,18.71,13.76
