Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1857.0,6449.29,130.55,0.0,6579.84,531.98
NA Beverage,642.0,1335.79,12.42,0.0,1348.21,109.74
Liquor,9.0,66.97,0.0,0.0,66.97,5.51
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,2510.0,7860.03,142.97,0.0,8003.00,647.89
