Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1066.0,3935.14,63.82,0.0,3998.96,324.3
NA Beverage,297.0,673.65,0.0,0.0,673.65,55.43
Liquor,20.0,108.31,0.0,0.0,108.31,8.96
Total,1383.0,4717.10,63.82,0.0,4780.92,388.69
