Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,123,2088.04,26.45,0.0,2114.49,172.02
Lunch,115,2097.54,4.86,0.0,2102.4,172.75
Dinner,50,1040.33,9.8,0.0,1050.13,85.76
No Service,49,458.59,0.0,0.0,458.59,37.81
Total,337,5684.50,41.11,0.0,5725.61,468.34
