Hour of day,Net sales,Total orders,Total guests
6,52.21,3,3
7,140.68,14,16
8,367.39,29,38
9,373.7,21,29
10,503.69,26,35
11,540.07,24,38
12,558.22,27,37
13,229.16,13,18
14,170.03,7,13
15,115.74,5,10
16,175.33,8,11
17,80.42,6,8
18,182.85,4,16
19,43.69,3,4
20,4.78,1,1
