Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,72,2033.25,43.51,2076.76,167.66
Drive Thru,110,1407.04,15.92,1422.96,116.07
Take Out,9,97.67,0.0,97.67,8.09
Total,191,3537.96,59.43,3597.39,291.82
