Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1530.51,122,12.55,122,13.58,122,12.55,13.36
Table Service,2007.45,155,12.95,74,29.36,69,29.09,39.82
Total,3537.96,277,12.77,196,19.54,191,18.52,22.92
