Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3542.08,231,15.33,232,16.53,231,15.33,10.21
Table Service,3097.04,239,12.96,124,27.03,110,28.15,40.73
Total,6639.12,470,14.13,356,20.19,341,19.47,20.05
