Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,134,2959.49,19.69,0.0,2979.18,243.84
Lunch,166,4436.27,41.48,0.0,4477.75,365.55
No Service,3,27.28,0.0,0.0,27.28,2.24
Total,303,7423.04,61.17,0.0,7484.21,611.63
