Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,63,1293.22,0.0,21.3,98.38,0.0,0.0,0.00,1314.52,1.8
Credit/debit,,256,6741.45,539.86,182.75,513.25,0.0,0.0,539.86,7464.06,11.6
Credit/debit,AMEX,11,440.2,21.0,13.95,33.44,0.0,0.0,21.00,475.15,8.6
Credit/debit,DISCOVER,2,16.84,0.0,0.0,1.29,0.0,0.0,0.00,16.84,0.0
Credit/debit,MASTERCARD,107,3057.74,268.01,80.88,232.77,0.0,0.0,268.01,3406.63,12.4
Credit/debit,VISA,136,3226.67,250.85,87.92,245.75,0.0,0.0,250.85,3565.44,11.3
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,319,8034.67,539.86,204.05,611.63,0.0,0.0,539.86,8778.58,10.0
