Hour of day,Net sales,Total orders,Total guests
13,858.73,35,57
12,1598.76,55,104
9,816.15,41,61
7,27.28,3,3
11,1360.34,52,112
8,426.58,29,36
14,618.44,24,45
10,1716.76,64,119
