Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,180,4074.22,44.93,0.0,4119.15,335.87
Lunch,162,3997.69,6.82,0.0,4004.51,329.5
Dinner,58,1758.19,1.4,0.0,1759.59,144.83
No Service,37,642.16,0.0,0.0,642.16,52.98
Total,437,10472.26,53.15,0.0,10525.41,863.18
