Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,101,2253.47,0.0,60.45,171.6,0.0,0.0,0.00,2313.92,2.9
Credit/debit,,351,9081.97,810.27,95.48,691.58,0.0,0.0,810.27,9987.72,10.8
Credit/debit,AMEX,4,150.53,9.68,0.0,11.45,0.0,0.0,9.68,160.21,7.0
Credit/debit,DISCOVER,2,71.84,2.0,0.0,5.46,0.0,0.0,2.00,73.84,3.0
Credit/debit,MASTERCARD,146,3801.78,389.26,40.47,289.56,0.0,0.0,389.26,4231.51,12.2
Credit/debit,VISA,199,5057.82,409.33,55.01,385.11,0.0,0.0,409.33,5522.16,9.9
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,452,11335.44,810.27,155.93,863.18,0.0,0.0,810.27,12301.64,9.2
