Hour of day,Net sales,Total orders,Total guests
10,1971.07,73,139
21,23.42,2,2
20,197.94,6,11
8,678.15,41,50
19,439.35,9,19
18,227.97,11,16
16,468.26,16,24
11,1491.19,59,106
7,446.02,28,31
13,655.08,24,47
14,399.85,20,26
6,196.14,9,11
17,401.25,14,24
12,1211.69,48,75
15,239.88,11,17
9,1425.0,66,109
