Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,177,6122.42,49.19,6171.61,504.61
Drive Thru,223,3778.49,3.96,3782.45,311.47
Take Out,37,571.35,0.0,571.35,47.1
Total,437,10472.26,53.15,10525.41,863.18
