Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,452.0,2242.11,13.66,0.0,2255.77,184.83
Drive Thru,350.0,1146.28,16.44,0.0,1162.72,94.6
No Revenue Center,11.0,56.3,0.0,0.0,56.3,4.64
Total,813.0,3444.69,30.10,0.0,3474.79,284.07
