Hour of day,Net sales,Total orders,Total guests
14,111.61,8,9
12,363.32,18,24
8,315.38,22,24
13,382.1,19,25
9,158.77,15,17
15,38.7,4,5
19,68.6,2,3
17,160.43,6,9
6,75.27,5,5
10,329.14,21,27
18,272.75,9,16
16,213.92,11,15
11,756.06,26,47
7,78.98,9,10
20,119.66,3,4
