Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,620.0,2745.14,30.1,0.0,2775.24,226.4
NA Beverage,179.0,611.18,0.0,0.0,611.18,50.38
Liquor,14.0,88.37,0.0,0.0,88.37,7.29
Total,813.0,3444.69,30.1,0.0,3474.79,284.07
