Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,763.0,2687.33,24.82,0.0,2712.15,221.24
Drive Thru,445.0,1285.41,3.41,0.0,1288.82,105.78
Total,1208.0,3972.74,28.23,0.0,4000.97,327.02
