Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2772.29,271,10.23,275,10.91,270,10.27,4.94
Table Service,1200.45,99,12.13,57,22.80,53,22.65,35.03
Total,3972.74,370,10.74,332,12.95,323,12.30,9.88
