Hour of day,Net sales,Total orders,Total guests
6,79.21,7,7
7,235.01,29,30
8,503.26,35,45
9,598.46,39,51
10,723.28,46,63
11,839.85,43,61
12,511.1,31,42
13,496.9,23,34
14,225.5,15,18
15,390.27,16,27
16,326.01,14,17
17,291.84,14,18
18,345.68,15,23
19,506.47,17,37
20,153.15,8,14
21,13.17,1,1
