Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,700.0,2565.08,0.0,0.0,2565.08,211.37
Drive Thru,428.0,1369.65,0.0,0.0,1369.65,112.79
Total,1128.0,3934.73,0.0,0.0,3934.73,324.16
