Hour of day,Net sales,Total orders,Total guests
13,495.68,29,39
12,472.38,26,34
15,108.66,7,9
9,344.36,23,27
6,98.26,8,10
11,685.85,38,48
7,89.75,11,11
18,131.69,7,8
17,142.27,7,7
8,249.51,17,20
10,732.13,44,55
14,229.68,13,16
16,154.51,7,7
