Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,872.0,3284.22,0.0,0.0,3284.22,270.63
NA Beverage,256.0,650.51,0.0,0.0,650.51,53.53
Total,1128.0,3934.73,0.0,0.0,3934.73,324.16
