Hour of day,Net sales,Total orders,Total guests
14,334.72,17,24
12,736.66,33,54
8,535.2,41,46
13,478.56,24,35
9,770.05,43,67
15,280.9,14,20
19,171.47,7,8
17,237.74,12,15
6,125.33,11,11
10,553.74,40,54
18,434.57,18,32
16,166.29,8,9
11,775.26,40,63
7,212.67,23,24
20,65.57,5,5
