Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1207.0,4912.22,39.88,0.0,4952.1,405.04
NA Beverage,394.0,931.57,4.06,0.0,935.63,76.45
Liquor,4.0,26.96,0.0,0.0,26.96,2.23
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,1607.0,5878.73,43.94,0.0,5922.67,484.38
