Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2875.46,224,12.84,228,13.65,224,12.84,9.05
Table Service,3003.27,243,12.36,119,27.32,112,26.81,38.78
Total,5878.73,467,12.59,347,18.34,336,17.50,18.96
