Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3656.1,266,13.74,267,14.82,266,13.74,13.38
Table Service,2670.42,191,13.98,103,28.06,94,28.41,48.15
Total,6326.52,457,13.84,370,18.51,360,17.57,22.46
