Hour of day,Net sales,Total orders,Total guests
11,1421.78,43,84
9,999.19,41,73
10,1251.88,46,91
7,30.56,3,3
13,1035.59,27,64
12,1206.46,35,69
8,297.61,20,23
14,229.53,7,15
