Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2238.79,135,16.58,136,17.82,135,16.58,11.03
Table Service,4233.81,287,14.75,103,44.50,87,48.66,51.50
Total,6472.60,422,15.34,239,29.32,222,29.16,26.89
