Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,65,1681.66,57.77,1739.43,138.72
Drive Thru,108,1536.35,29.22,1565.57,126.75
Take Out,20,298.35,1.2,299.55,24.61
Total,193,3516.36,88.19,3604.55,290.08
