Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1934.97,137,14.12,140,14.96,137,14.12,18.25
Table Service,1581.39,112,14.12,59,29.01,56,28.24,37.06
Total,3516.36,249,14.12,199,19.13,193,18.22,23.71
