Hour of day,Net sales,Total orders,Total guests
6,24.9,4,4
7,137.44,15,16
8,232.55,24,27
9,431.3,25,33
10,371.32,25,29
11,465.69,25,36
12,403.41,17,26
13,420.35,11,16
14,86.85,6,6
15,141.77,8,9
16,103.98,6,7
17,347.98,12,18
18,123.28,6,7
19,218.17,8,14
20,7.37,1,1
