Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,655.0,2878.94,85.35,0,2964.29,237.5
NA Beverage,197.0,555.11,2.84,0,557.95,45.82
Liquor,8.0,78.62,0.0,0,78.62,6.46
Draft Beer,1.0,3.69,0.0,0,3.69,0.3
Total,861.0,3516.36,88.19,0,3604.55,290.08
