Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,68,2327.87,10.85,2338.72,192.01
Drive Thru,102,1512.39,16.55,1528.94,124.73
Take Out,22,584.96,3.56,588.52,48.28
Total,192,4425.22,30.96,4456.18,365.02
