Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2295.0,8078.06,103.94,0.0,8182.0,665.78
Total,2295.0,8078.06,103.94,0.0,8182.0,665.78
