Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3626.5,239,15.17,239,16.42,239,15.17,20.89
Table Service,4451.56,331,13.45,149,32.34,138,32.26,43.16
Total,8078.06,570,14.17,388,22.54,377,21.43,29.04
