Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1698.0,6677.5,103.94,0.0,6781.44,550.57
NA Beverage,575.0,1235.23,0.0,0.0,1235.23,101.54
Liquor,20.0,143.35,0.0,0.0,143.35,11.85
Draft Beer,2.0,21.98,0.0,0.0,21.98,1.82
Total,2295.0,8078.06,103.94,0.0,8182.00,665.78
