Hour of day,Net sales,Total orders,Total guests
12,1206.76,42,71
9,835.62,36,60
11,1527.15,53,100
10,1622.5,59,106
13,1060.7,36,74
8,522.14,25,39
14,425.29,13,22
7,30.5,2,2
