Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,43,818.68,12.94,831.62,67.51
Drive Thru,157,1658.83,0.0,1658.83,136.43
Take Out,26,349.06,0.0,349.06,28.75
Total,226,2826.57,12.94,2839.51,232.69
