Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,542.0,1758.96,12.94,0.0,1771.9,144.89
Drive Thru,336.0,1067.61,0.0,0.0,1067.61,87.8
Total,878.0,2826.57,12.94,0.0,2839.51,232.69
