Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2019.53,188,10.74,188,11.63,187,10.80,5.74
Table Service,807.04,84,9.61,40,21.84,39,20.69,36.14
Total,2826.57,272,10.39,228,13.42,226,12.51,10.98
