Hour of day,Net sales,Total orders,Total guests
18,338.23,12,20
20,34.35,3,3
13,198.71,9,13
8,193.87,18,20
11,658.04,20,37
14,158.47,6,8
6,38.69,3,3
19,256.91,9,15
17,235.53,11,16
12,200.54,11,14
7,179.5,15,17
16,197.87,6,11
15,108.97,4,8
9,344.3,24,34
10,335.96,25,31
