Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,604.0,2798.94,70.49,0.0,2869.43,231.01
NA Beverage,207.0,607.38,3.66,0.0,611.04,50.15
Liquor,7.0,69.93,0.0,0.0,69.93,5.77
Draft Beer,1.0,3.69,0.0,0.0,3.69,0.3
Total,819.0,3479.94,74.15,0.0,3554.09,287.23
