Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1625.42,118,13.77,118,14.91,118,13.77,7.29
Table Service,1854.52,132,14.05,62,32.38,58,31.97,39.37
Total,3479.94,250,13.92,180,20.93,176,19.77,17.86
