Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1964.05,192,10.23,194,10.96,192,10.23,4.50
Table Service,1040.43,90,11.56,53,21.25,47,22.14,33.07
Total,3004.48,282,10.65,247,13.17,239,12.57,10.12
