Hour of day,Net sales,Total orders,Total guests
12,295.07,22,28
16,98.71,8,8
18,152.07,8,10
13,205.54,15,16
17,59.41,6,6
7,189.49,24,24
8,218.13,19,20
6,247.81,25,27
10,353.29,30,35
14,152.33,14,15
5,8.72,1,1
11,537.89,29,39
15,80.72,8,8
9,405.3,30,45
