Hour of day,Net sales,Total orders,Total guests
11,1431.94,40,84
16,185.4,7,9
14,320.13,10,18
15,230.08,7,17
8,470.3,30,33
18,203.72,9,12
10,1490.68,55,85
12,817.07,34,51
7,158.75,13,15
19,207.3,4,13
9,827.13,42,66
20,57.3,3,6
6,68.34,3,4
17,244.7,9,14
13,306.65,17,23
