Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1410.0,5704.66,112.56,0.0,5817.22,470.73
NA Beverage,372.0,1089.1,15.8,0.0,1104.9,89.88
Liquor,23.0,212.66,1.11,0.0,213.77,17.51
Draft Beer,3.0,13.07,0.0,0.0,13.07,1.08
Total,1808.0,7019.49,129.47,0.0,7148.96,579.20
