Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,23.0,91.59,0.0,0.0,91.59,7.56
Dining Room,1099.0,4732.2,104.61,0.0,4836.81,390.4
Drive Thru,686.0,2195.7,24.86,0.0,2220.56,181.24
Total,1808.0,7019.49,129.47,0.0,7148.96,579.20
