Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3135.39,179,17.52,180,18.86,179,17.52,17.72
Table Service,3884.1,271,14.33,125,33.64,104,37.35,44.48
Total,7019.49,450,15.60,305,24.91,283,24.80,27.56
