Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,55,1128.27,11.0,25.17,86.03,0.0,0.0,11.00,1164.44,3.5
Credit/debit,,250,6470.42,727.06,112.01,493.17,0.0,0.0,727.06,7309.49,13.9
Credit/debit,AMEX,5,70.69,10.84,0.0,5.4,0.0,0.0,10.84,81.53,16.6
Credit/debit,DISCOVER,6,139.89,26.87,2.6,10.65,0.0,0.0,26.87,169.36,22.8
Credit/debit,MASTERCARD,96,2456.71,272.41,22.62,187.25,0.0,0.0,272.41,2751.74,13.0
Credit/debit,VISA,143,3803.13,416.94,86.79,289.87,0.0,0.0,416.94,4306.86,14.2
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,305,7598.69,738.06,137.18,579.20,0.0,0.0,738.06,8473.93,12.4
