Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3457.63,248,13.94,247,15.15,248,13.94,10.22
Table Service,3218.16,234,13.75,134,25.99,116,27.74,39.33
Total,6675.79,482,13.85,381,18.97,364,18.34,19.50
