Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,101,2873.53,62.97,2936.5,237.1
Drive Thru,111,1418.94,28.36,1447.3,117.13
Take Out,15,195.42,6.33,201.75,16.12
Total,227,4487.89,97.66,4585.55,370.35
