Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1619.46,128,12.65,130,13.49,128,12.65,12.89
Table Service,2868.43,222,12.92,110,28.23,99,28.97,39.54
Total,4487.89,350,12.82,240,20.24,227,19.77,24.51
