Hour of day,Net sales,Total orders,Total guests
6,108.61,7,11
20,111.68,4,5
11,415.88,24,35
8,627.9,34,55
13,395.37,15,28
14,121.57,7,12
16,152.98,7,8
19,67.76,6,6
17,141.52,6,10
15,62.23,3,3
7,296.61,23,31
18,450.04,11,24
9,490.38,33,47
10,545.35,27,37
12,500.01,20,38
