Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,7.0,16.93,0.8,0.0,17.73,1.4
Dining Room,794.0,3346.78,62.44,0.0,3409.22,276.12
Drive Thru,344.0,984.47,27.56,0.0,1012.03,81.33
No Revenue Center,34.0,139.71,6.86,0.0,146.57,11.5
Total,1179.0,4487.89,97.66,0.0,4585.55,370.35
