Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2640.25,208,12.69,211,13.54,208,12.69,9.16
Table Service,2632.41,238,11.06,112,25.44,100,26.32,40.53
Total,5272.66,446,11.82,323,17.67,308,17.12,19.35
