Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1084.0,4422.64,59.42,0.0,4482.06,364.6
NA Beverage,361.0,775.17,0.0,0.0,775.17,63.68
Liquor,12.0,62.88,0.0,0.0,62.88,5.21
Bottled Beer,3.0,11.97,0.0,0.0,11.97,0.99
Total,1460.0,5272.66,59.42,0.0,5332.08,434.48
