Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030442829944,800000030442806883,1,,CREDIT,Nadia ,Nadia ,0.00,8.36,,10/6/25 6:35 AM,10/6/25 6:32 AM
800000030442844463,800000030442808186,2,,CREDIT,Maria,Maria,3.00,10.04,,10/6/25 6:37 AM,10/6/25 6:32 AM
800000030442849190,800000030442809141,3,,CASH,Nadia ,Nadia ,0.00,4.31,,10/6/25 6:38 AM,10/6/25 6:32 AM
800000030442849618,800000030442824167,4,,CREDIT,Maria,Maria,0.00,11.76,,10/6/25 6:38 AM,10/6/25 6:34 AM
800000030442862993,800000030442821604,5,,CASH,Nadia ,Nadia ,0.00,14.02,,10/6/25 6:40 AM,10/6/25 6:34 AM
800000030442883839,800000030442841421,6,,CREDIT,Nadia ,Nadia ,0.00,4.96,,10/6/25 6:43 AM,10/6/25 6:37 AM
800000030442893722,800000030442855365,8,,CASH,Nadia ,Nadia ,0.00,9.39,,10/6/25 6:44 AM,10/6/25 6:38 AM
800000030442965593,800000030442958273,11,,CREDIT,Nadia ,Nadia ,0.00,6.37,,10/6/25 6:55 AM,10/6/25 6:54 AM
800000030443073009,800000030443063819,12,,CREDIT,Nadia ,Nadia ,0.00,28.02,,10/6/25 7:07 AM,10/6/25 7:06 AM
800000030443121070,800000030443067569,13,,CREDIT,Nadia ,Nadia ,0.00,28.54,,10/6/25 7:11 AM,10/6/25 7:07 AM
800000030443171115,800000030443158414,14,,CREDIT,Nadia ,Nadia ,0.00,17.47,,10/6/25 7:16 AM,10/6/25 7:15 AM
800000030443208428,800000030443182539,15,,CASH,Nadia ,Nadia ,0.00,11.34,,10/6/25 7:19 AM,10/6/25 7:17 AM
800000030443238236,800000030443187094,16,,CREDIT,Nadia ,Nadia ,0.00,8.63,,10/6/25 7:22 AM,10/6/25 7:17 AM
800000030443330511,800000030443307439,19,,CREDIT,Nadia ,Nadia ,1.00,8.09,,10/6/25 7:30 AM,10/6/25 7:29 AM
800000030443370317,800000030443357141,20,,CREDIT,Nadia ,Nadia ,1.00,2.70,,10/6/25 7:34 AM,10/6/25 7:33 AM
