Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,63,1272.38,0.0,1272.38,104.91
Drive Thru,177,1812.15,3.47,1815.62,149.23
Take Out,49,589.26,0.0,589.26,48.6
Total,289,3673.79,3.47,3677.26,302.74
