Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2486.45,237,10.49,240,11.21,237,10.49,5.31
Table Service,1187.34,90,13.19,53,24.25,52,22.83,40.24
Total,3673.79,327,11.23,293,13.57,289,12.71,11.59
