Hour of day,Net sales,Total orders,Total guests
11,402.99,24,29
17,174.14,9,12
7,349.53,41,41
8,382.65,47,50
12,276.46,21,27
14,250.76,16,20
19,98.86,5,7
6,333.07,25,25
15,156.42,13,15
16,113.93,11,12
13,242.22,14,16
18,159.62,9,9
10,371.22,27,33
9,361.92,27,31
